TITLE,CATEGORY,TYPE,MEDIUM,FRAME,PHOTO URL LINK,ARTIST,CONTRACTOR,FOUNDER,ARCHITECT,CARVER,DESIGNER,DATE,OBJECT HEIGHT (IN),OBJECT WIDTH (IN),OBJECT DEPTH (IN),OBJECT DIAMETER (IN),BASE HEIGHT (IN),BASE WIDTH (IN),BASE DEPTH (IN),BASE DIAMETER (IN),PLAQUE INSCRIPTION,SITE,STREET ADDRESS,CITY,ZIP CODE,STATE,LATITUDE,LONGITUDE,LOCATION,nbhdname,objectid
COUNCIL PRESIDENT GEORGE K ARTHUR,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/GEORGE%20ARTHUR.HTML,GEORGE PALMER,,,,,,,34,30,,,,,,,,COUNCIL CHAMBER CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
CENTAUR,SCULPTURE,FIGURATIVE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CENTAUR.HTML,CHARLES CARY RUMSEY,,H ROUARD,,,H ROUARD,01/01/1953 12:00:00 AM,156,54,138,,,,,,"THE CENTAUR, CHARLES CARY RUMSEY (1879-1922) SCULPTOR. PRESENTED TO THE BUFFALO HISTORICAL SOCIETY BY CHARLES CARY RUMSEY JR. AND MARY HARRIMAN RUMSEY 1953.",BUFFALO HISTORY MUSEUM,1 MUSEUM COURT,BUFFALO,"14216",NY,42.935415,-78.87627,"(42.935415, -78.87627)",Parkside,13.0000000000000000000000000000000
WAR MEMORIAL AUDITORIUM CHAIRS,DECORATIVE OBJECT,FURNITURE,WOODEN CHAIRS,false,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
UNTITLED #2,SCULPTURE,ABSTRACT,COR-TEN STEEL,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/UNTITLED%202.HTML,DUAYNE HATCHETT,,,,,,10/08/1978 12:00:00 AM,96,120,72,,24,,,"180",,TONY SISTI PARK,42 NORTH ST,BUFFALO,"14202",NY,42.902122,-78.871189,"(42.902122, -78.871189)",Allentown,3.0000000000000000000000000000000
EAST LOVEJOY COMMUNITY WAR MEMORIAL,SCULPTURE,RELIEF,GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/EAST%20LOVEJOY%20COMMUNITY%20WAR%20MEMORIAL.HTML,UNKNOWN,,,,,,11/14/1920 12:00:00 AM,90,126,60,,18,60,"60",,"VIETNAM 1961-1975, IN THE WORLD'S WAR THEY SACRIFICED ALL, WORLD WAR 1917-1918, KOREA 1950-1955. 1941-1946. KOREA 1950-1955, WORLD WAR II 1941-1946, IN GRATEFUL RECOGNITION OF THE BRAVE MEN AND WOMEN OF THE EAST LOVEJOY COMMUNITY WHO SO LOYALLY SERVED THIS NATION IN THE GREAT WARS. THIS HONOR ROLL IS OUR ENDURING TRIBUTE TO THOSE WHO MADE THE SUPREME SACRIFICE IN THE SERVICE OF THEIR COUNTRY, JULY 1993, VIETNAM 1961-1975.",HENNEPIN PARK,BAILEY AVE,BUFFALO,"14206",NY,42.887628,-78.813951,"(42.887628, -78.813951)",Lovejoy,32.0000000000000000000000000000000
MAYOR FRANK X SCHWAB,SCULPTURE,BUST,WHITE MARBLE BUST ON FAUX MARBLE,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SCHWAB.HTML,C SORGI,,,,,,12/21/1940 12:00:00 AM,18,18,12,,36,12,"12",,"MAYOR OF BUFFALO, 1922-1929",1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
BUFFALO SABRES JERSEY,DECORATIVE OBJECTS,GARMENT,CLOTH,true,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
YOUNG LINCOLN,SCULPTURE,FIGURATIVE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/YOUNG%20LINCOLN.HTML,BRYANT BAKER,,GORHAM MANUFACTURING COMPANY,,,GORHAM MANUFACTURING COMPANY,01/01/1935 12:00:00 AM,75.996,66,48,,51,66,"60",,"LINCOLN, FOR HIM HER OLD WORLD MOULDS ASIDE SHE THREW AND CHOOSING SWEET CLAY FROM THE BREAST OF THE UNEXHAUSTED WEST, WITH STUFF UNTAINTED SHAPED A HERO NEW. ""PRESENTED TO CITY OF BUFFALO BY AND IN MEMORY OF LOUIS SPIT MILLER AND JULIA SPIT MILLER.",DELAWARE PARK,199 LINCOLN PKWY,BUFFALO,"14209",NY,42.931635,-78.873736,"(42.931635, -78.873736)",Elmwood Bidwell,7.0000000000000000000000000000000
MAYOR GEORGE S BUCK,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/GEORGE%20BUCK.HTML,GEZA KENDE,,,,,,01/01/1922 12:00:00 AM,38,32,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR GROVER CLEVELAND,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/GROVER%20CLEVELAND.HTML,J C ROTHER,,,,,,03/01/1886 12:00:00 AM,58,38,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
FOUNTAIN AT FOUNTAIN PLAZA,DECORATIVE OBJECTS,FOUNTAIN,CARNELIAN GRANITE,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/FOUNTAIN%20AT%20FOUNTAIN%20PLAZA.HTML,STU DAWSON,DEV-CON ASSOCIATES,,"FONTANESE, FOLT, AUBRECHT",,SASAKI ASSOCIATES,11/01/1991 12:00:00 AM,360,,,"240",,,,,"BUFFALO'S FOUNTAIN PLAZA WAS PLANNED, DESIGNED AND FINANCED WITH THE WORK AND HELP OF THE FOLLOWING PUBLIC AND PRIVATE ORGANIZATIONS: CITY OF BUFFALO, MAYOR JAMES GRIFFIN, BUFFALO URBAN RENEWAL AGENCY, MAIN-GENESEE URBAN DESIGN TASK GROUP, N.Y.S. URBAN DEVELOPMENT CORP., ROTARY CLUB OF BUFFALO, U.S. DEPT. OF HOUSING AND URBAN DEVELOPMENT, U.S. URBAN MASS TRANSPORTATION ADMINISTRATION, DEV-CON ASSOCIATES-DEVELOPERS, FONTANESE, FOLTS, AUBRECHT-ARCHITECTS, FOUNTAIN PLAZA NOVEMBER 1991.",FOUNTAIN PLAZA,E CHIPPEWA ST & MAIN ST,BUFFALO,"14201",NY,42.890736,-78.875651,"(42.890736, -78.875651)",Central,1.0000000000000000000000000000000
MAYOR STEVEN PANKOW,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/STEVEN%20PANKOW.HTML,TONY SISTI,,,,,,01/01/1957 12:00:00 AM,36,26,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
GEORGE P BURD MEMORIAL,SCULPTURE,RELIEF,GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/BURD%20MEMORIAL.HTML,UNKNOWN,,,,,,01/01/1945 12:00:00 AM,72,36,18,,24,60,"36",,"JUDGE GEORGE P. BURD MEMORIAL; STANDARD-BEARER FOR RELIGIOUS TOLERANCE, FAIR PLAY, ATHLETIC ENCOURAGEMENT, DEVOTION TO DUTY. ERECTED BY HIS FRIENDS, 1945",MARKET SQUARE,AMHERST ST & NIAGARA ST,BUFFALO,"14207",NY,42.934465,-78.901991,"(42.934465, -78.901991)",Black Rock,8.0000000000000000000000000000000
MARKET ARCADE,PAINTINGS,ABSTRACT,MIXED MEDIA,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/MARKET%20ARCADE.HTML,TERRI KATZ KASIMOV,,,,,,01/01/1997 12:00:00 AM,,,,,,,,,,1417 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
CHESTER C GORSKI,DECORATIVE OBJECTS,PLAQUE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHESTER%20GORSKI%20PLAQUE.HTML,UNKNOWN,,,,,,,42,30,,,96,168,"78",,"CHESTER C. GORSKI - CHESTER C. GORSKI, STATESMAN, COMMUNITY LEADER, HUMANITARIAN. BORN JUNE 22, 1906. DIED APRIL 25, 1975. PRESIDENT OF THE COMMON COUNCIL, 1959 TO 1973, MEMBER OF THE UNITED STATES CONGRESS, ERIE COUNTY BOARD OF SUPERVISORS, BUFFALO COMMON COUNCIL MAJORITY LEADER, FOUR DECADES OF DEVOTED PUBLIC SERVICE.",ERIE BASIN MARINA,329 ERIE ST,BUFFALO,"14202",NY,42.884454,-78.890315,"(42.884454, -78.890315)",Central,1.0000000000000000000000000000000
CRUSADE FOR FREEDOM MEMORIAL,SCULPTURE,RELIEF,GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CRUSADERS%20FOR%20FREEDOM.HTML,UNKNOWN,,,,,,03/21/1970 12:00:00 AM,42,33,9,,12,42,"15",,"DEDICATED WITH RESPECT TO WORLD WAR II AND KOREAN VETERANS. ERECTED THROUGH EFFORTS OF THE AMVETS POST NO. 209. REMEMBER PEARL HARBOR DECEMBER 7, 1941. IN MEMORY OF LEO D. AND DOROTHY K. GOMLAK FOR OUTSTANDING SERVICE TO NATION AND VETERANS. SPONSORED BY AMVETS POST 209 MARCH 21, 1970.",LASALLE PARK,AMVETS DRIVE,BUFFALO,"14202",NY,42.88842,-78.891076,"(42.88842, -78.891076)",Central,1.0000000000000000000000000000000
21ST WARD WORLD WAR I MEMORIAL,SCULPTURE,FIGURATIVE AND RELIEF,GRANITE AND BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/21ST%20WARD%20WWI%20MEMORIAL.HTML,UNKNOWN,,,,,,11/11/1922 12:00:00 AM,36,24,,,108,108,"30",,,RIVERSIDE PARK,2607 NIAGARA ST,BUFFALO,"14207",NY,42.955957,-78.910804,"(42.955957, -78.910804)",Riverside,10.0000000000000000000000000000000
PRESIDENT GROVER CLEVELAND LETTERS,DECORATIVE OBJECTS,LETTER/PHOTOGRAPH,PAPER,true,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR FRANK A SEDITA,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/FRANK%20SEDITA.HTML,GEORGE PALMER,,,,,,01/01/1971 12:00:00 AM,42,36,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
CITY SEAL,DECORATIVE OBJECTS,PLAQUE,COPPER,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SEAL%20OF%20THE%20CITY%20OF%20BUFFALO%20I.HTML,JAZEF SLAWIAFSKI,,,,,,,,,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR JAMES D GRIFFIN,DECORATIVE OBJECTS,PLAQUE,BRONZE,false,UNKNOWN,PAUL ZINTER,,,,,,,,,,,,,,,,COCA-COLA FIELD,1 JAMES D GRIFFIN PLAZA,BUFFALO,"14203",NY,42.881297,-78.873975,"(42.881297, -78.873975)",Central,1.0000000000000000000000000000000
SYMPHONY CIRCLE LAMP STAND,DECORATIVE OBJECTS,LAMP,CARBON STEEL AND FIBERGLASS,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SYMPHONY%20CIRCLE%20LAMP%20STAND.HTML,COLGATE INDUSTRIES,,,,,,01/01/2002 12:00:00 AM,216,75,75,,42,48,"48",,,SYMPHONY CIRCLE,3 SYMPHONY CIRCLE,BUFFALO,"14201",NY,42.902336,-78.881947,"(42.902336, -78.881947)",West Side,4.0000000000000000000000000000000
PRESIDENT JOHN F KENNEDY,SCULPTURE,BUST,BRONZE ON GRANITE BASE,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/J.F.K.%20BUST.HTML,BRYANT BAKER,,,,,,01/01/1964 12:00:00 AM,30,21,18,,48,24,"24",,,1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR ELBRIDGE G SPAULDING,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/ELBRIDGE%20SPAULDING.HTML,L G SELLSTEDT,,,,,,01/01/1876 12:00:00 AM,36.25,29,,,,,,,,2ND FLOOR STORAGE CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
EDUCATION,PAINTINGS,LUNETTE MURAL,OIL ON CANVAS WITH  PLASTER RELIEF,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/EDUCATION.HTML,WILLIAM DE LEFTWICH DODGE,,,,,,01/01/1931 12:00:00 AM,108,132,,,,,,,,1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR JOSEPH J KELLY,PHOTOGRAPHY,PORTRAIT,PHOTOGRAPHIC IMAGE,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/JOSEPH%20KELLY.HTML,UNKNOWN,,,,,,,25.875,19.75,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
INDIAN HUNTER,SCULPTURE,FIGURATIVE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/INDIAN%20HUNTER.HTML,JOHN QUINCY ADAMS WARD,,ROMAN BRONZE WORKS,,,ROMAN BRONZE WORKS,01/01/1966 12:00:00 AM,48,36,60,,48,36,"60",,THE INDIAN HUNTER BY JOHN Q. A. WARD PRESENTED TO THE CITY OF BUFFALO BY ELLA SPENCER DARR IN MEMORY OF HER HUSBAND MARCUS M. DARR.,DELAWARE PARK,MEADOW DRIVE,BUFFALO,"14209",NY,42.933414,-78.855218,"(42.933414, -78.855218)",Parkside,13.0000000000000000000000000000000
GEORGE W MALTBY MEMORIAL,DECORATIVE OBJECTS,PLAQUE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/GEORGE%20W.%20MALTBY%20MEMORIAL.HTML,UNKNOWN,,,,,,01/01/1925 12:00:00 AM,9,24,,,54,42,"42",,"TREE PLANTED NOVEMBER 30, 1925 BY WM. RICHARDSON WOMEN'S RELIEF CORPS NO. 59 AUXILIARY TO THE GRAND ARMY OF THE REPUBLIC IN HONOR OF BIDWELL-WILKENSON POST NO. 9 GRAND ARMY OF THE REPUBLIC - BIDWELL POST NO. 9 ORGANIZED APRIL 1, 1870 - J.W. WILKENSON POST NO. 87 ORGANIZED MAY 15, 1871 - CONSOLIDATED APRIL 28, 1880.  ""TREE PLANTED NOVEMBER 30, 1925 BY WM. RICHARDSON WOMEN'S RELIEF CORPS NO. 59 AUXILIARY TO THE GRAND ARMY OF THE REPUBLIC IN HONOR OF WM. RICHARDSON POST NO. 254 GRAND ARMY OF THE REPUBLIC ORGANIZED SEPTEMBER 10, 1883.""  ""TREE PLANTED NOVEMBER 30, 1925 BY CHOPIN WOMEN'S RELIEF CORPS NO. 4 AUXILIARY TO THE GRAND ARMY OF THE REPUBLIC IN HONOR CHOPIN POST NO. 2 GRAND ARMY OF THE REPUBLIC ORGANIZED 1866.""  ""THIS STONE WAS CUT FROM THE BASE OF THE WILLIAM MCKINLEY SARCOPHAGUSWHICH WAS DAMAGED BY FIRE AT CANTON, OHIO.  PRESENTED BY WILLIAM C. MALTBY IN MEMORY OF HIS FATHER GEORGE W. MALTBY OF THE 108 N.Y.V. MEMBER OF THE BIDWELL-WILKENSON POST NO. 9.",DELAWARE PARK,199 LINCOLN PKWY,BUFFALO,"14209",NY,42.931635,-78.873736,"(42.931635, -78.873736)",Elmwood Bidwell,7.0000000000000000000000000000000
MAYOR MAJOR ANDRE ANDREWS,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/ANDRE%20ANDREWS.HTML,H M LUQUIENS,,,,,,03/01/1917 12:00:00 AM,27,22,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
POLICE RESERVE WORLD WAR I MEMORIAL,SCULPTURE,FIGURATIVE,BRONZE AND STONE,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/POLICE%20RESERVED%20WWI%20MEMORIAL.HTML,UNKNOWN,,,,,,,,,,,,,,,,MARTIN LUTHER KING JR PARK,1354 GENESEE ST,BUFFALO,"14211",NY,42.903817,-78.836196,"(42.903817, -78.836196)",MLK Park,22.0000000000000000000000000000000
CITY STREET MAP,GRAPHIC ARTS,MAP,CLOTH,true,UNKNOWN,UNKNOWN,,,,,,01/01/1833 12:00:00 AM,,,,,,,,,,502 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
GIUSEPPE VERDI (ORIGINAL),SCULPTURE,BUST,BRONZE,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/VERDI%20ORIGINAL.HTML,A DECIANNO AND ANTONIO UGO,,,,,,,,,,,,,,,,FOREST LAWN CEMETERY,1411 DELAWARE AVE,BUFFALO,"14209",NY,42.926959,-78.861236,"(42.926959, -78.861236)",Elmwood Bidwell,7.0000000000000000000000000000000
WBEN MILLENNIUM TIME CAPSULE,DECORATIVE OBJECTS,TIME CAPSULE,GRANITE AND MIXED MEDIA,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/MILLENIUM%20TIME%20CAPSULE.HTML,WAGNER MONUMENTS,,,,,,12/04/1999 12:00:00 AM,,,,,,,,,"WBEN MILLENIUM TIME CAPSULE. SEALED DEC. 14, 1999. TO BE OPENED JAN. 1, 2001. WBEN 930 AM. SPEIER DISPLAYS & PARTY RENTALS. WAGNER MONUMENTS.",NIAGARA SQUARE,NIAGARA SQUARE,BUFFALO,"14202",NY,42.886627,-78.878551,"(42.886627, -78.878551)",Central,1.0000000000000000000000000000000
JAPANESE LANTERNS,SCULPTURE,FIGURATIVE,GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/JAPANESE%20LANTERNS.HTML,UNKNOWN,,,,,,01/01/1996 12:00:00 AM,,,,,,,,,,JAPANESE GARDENS,1 MUSEUM CT,BUFFALO,"14216",NY,42.935585,-78.875174,"(42.935585, -78.875174)",Parkside,13.0000000000000000000000000000000
MUNICIPAL BASEBALL WWI MEMORIAL,DECORATIVE OBJECTS,PLAQUE,BRONZE AND GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/MUNICIPAL%20BASEBALL%20ASSOC.%20WWI%20MEMORIAL.HTML,UNKNOWN,,,,,,07/20/1919 12:00:00 AM,27,33,,,90,60,"33",,,CAZENOVIA PARK,REDJACKET PKWY,BUFFALO,"14220",NY,42.846737,-78.810073,"(42.846737, -78.810073)",South Park,35.0000000000000000000000000000000
GIUSEPPE VERDI (REPLICA),SCULPTURE,BUST,BRONZE,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/VERDI%20REPLICA.HTML,A DECIANNO AND ANTONIO UGO,,,,FONDA ART,HENRY SCHMITT,01/01/1905 12:00:00 AM,36,30,18,,120,60,"60",,"ERECTED 1907 BY THE ITALIANS OF BUFFALO, MOVED AND REDEDICATED DEC. 28, 1977 BY THE FEDERATION OF ITALIAN AMERICAN SOCIETIES OF W.N.Y.",PORTER AVE,PORTER AVE & RICHMOND AVE,BUFFALO,"14201",NY,42.902439,-78.882941,"(42.902439, -78.882941)",West Side,4.0000000000000000000000000000000
PHOTO OF DOWNTOWN,PHOTOGRAPHY,LANDSCAPE,MIXED MEDIA,true,UNKNOWN,UNKNOWN,,,,,,01/01/1932 12:00:00 AM,,,,,,,,,,304 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR JONATHAN SCOVILLE,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/JONATHON%20SCOVILLE.HTML,STANLEY G HARTE,,,,,,01/01/1893 12:00:00 AM,30,25,,,,,,,,2ND FLOOR STORAGE CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
WEBSTER'S NEW INTERNATIONAL DICTIONARY OF THE ENGLISH LANGUAGE,DECORATIVE OBJECTS,BOOK,PAPER WITH CLOTH BINDING,false,UNKNOWN,UNKNOWN,,,,,,03/01/1929 12:00:00 AM,,,,,,,,,,1308 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR CHESTER KOWAL,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHESTER%20KOWAL.HTML,E MEDAHOVICH,,,,,,,24,18.125,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
74TH/174TH REGIMENT VETERANS PLAQUE,DECORATIVE OBJECTS,PLAQUE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/74TH%20REGIMENT%20VETERANS%20PLAQUE.HTML,UNKNOWN,,,,,,,,,,,,,,,"IN RECOGNITION OF LONG AND FAITHFUL SERVICE THE 74TH REGIMENT WAS FORMED IN 1854 FROM THE BUFFALO CITY GUARD IN 1837
THE 74TH INFANTRY REGIMENT WAS REDESIGNATED THE 174TH REGIMENT IN 1921 AND DEACTIVATED IN 1955 TO THEN BECOME THE 174TH ARMORED INFANTRY BATTALION UNTIL 1992 IN GRATEFUL MEMORY OF THOSE WHO MADE THE SUPREME SACRIFICE",BUFFALO AND ERIE COUNTY NAVAL & MILITARY PARK,1 NAVAL PARK COVE,BUFFALO,"14202",NY,42.878077,-78.880826,"(42.878077, -78.880826)",Central,1.0000000000000000000000000000000
BUFFALO AND ERIE COUNTY HISTORICAL SOCIETY DOORS,DECORATIVE OBJECTS,DOORS,BRONZE,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/HISTORICAL%20SOCIETY%20DOORS.HTML,R CLINTON PERRY,,HENRY BONNARD BRONZE COMPANY,,ELLISON KITSON AND COMPANY,J WOODLEY GOSLING,01/01/1901 12:00:00 AM,198,78,6,,,,,,"THESE GATES THE GIFT OF ANDREW LANGDON TO THE BUFFALO HISTORICAL SOCIETY. A.D., M.C.M.",BUFFALO HISTORY MUSEUM,1 MUSEUM COURT,BUFFALO,"14216",NY,42.935415,-78.87627,"(42.935415, -78.87627)",Parkside,13.0000000000000000000000000000000
DAVID,SCULPTURE,FIGURATIVE,BRONZE AND GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/DAVID.HTML,MICHELANGELO BURNARROTI,,ANGELUS AND SONS,,,ANGELUS AND SONS,01/01/1900 12:00:00 AM,204,62.004,42,,96,93,"69",,"DAVID, MICHELANGELO, 1474-1564, PRESENTED TO THE BUFFALO HISTORICAL SOCIETY AND THE CITY OF BUFFALO BY ANDREW LANGDON, MCMIII.",DELAWARE PARK,MEADOW DRIVE,BUFFALO,"14209",NY,42.933988,-78.873198,"(42.933988, -78.873198)",Parkside,13.0000000000000000000000000000000
